label	Assembly Accession	Organism Name	Assembly Release Date
salinivirga_cyanobacteriivorans	GCF_001443605.1	Salinivirga cyanobacteriivorans	2015-11-13
spiroplasma_diminutum	GCF_000439455.1	Spiroplasma diminutum CUAS-1	2013-07-17
basilea_psittacipulmonis	GCF_000743945.1	Basilea psittacipulmonis DSM 24701	2014-08-27
pseudohongiella_spirulinae	GCF_001444425.1	Pseudohongiella spirulinae	2015-11-17
marinomonas_primoryensis	GCF_013372285.1	Marinomonas primoryensis	2020-06-24
pseudomonas_mediterranea	GCF_900106005.1	Pseudomonas mediterranea	2016-10-21
comamonas_aquatica	GCF_018064205.1	Comamonas aquatica	2021-04-17
pseudomonas_rhodesiae	GCF_013285305.1	Pseudomonas rhodesiae	2020-06-08
streptomyces_formicae	GCF_022647665.1	Streptomyces formicae	2022-03-21
chryseobacterium_piperi	GCF_002285635.2	Chryseobacterium piperi	2017-10-18
campylobacter_iguaniorum	GCF_000736415.1	Campylobacter iguaniorum	2014-07-30
borrelia_miyamotoi	GCF_019668505.1	Borrelia miyamotoi	2021-06-26
pectobacterium_parmentieri	GCF_003992745.1	Pectobacterium parmentieri	2019-01-04
pseudomonas_lurida	GCF_001708485.1	Pseudomonas lurida	2016-08-23
brevirhabdus_pacifica	GCF_002797755.1	Brevirhabdus pacifica	2017-11-28
candidatus_portiera_aleyrodidarum	GCF_000292685.1	Candidatus Portiera aleyrodidarum BT-B-HRs	2012-08-22
paraoerskovia_marina	GCF_900105445.1	Paraoerskovia marina	2016-10-21
lacinutrix_venerupis	GCF_001971745.1	Lacinutrix venerupis	2017-01-26
actinoplanes_friuliensis	GCF_000494755.1	Actinoplanes friuliensis DSM 7358	2013-11-01
thiolapillus_brandeum	GCF_000828615.1	Thiolapillus brandeum	2014-01-16
isosphaera_pallida	GCF_000186345.1	Isosphaera pallida ATCC 43644	2011-01-20
hoeflea_phototrophica	GCF_000154705.2	Hoeflea phototrophica DFL-43	2014-09-24
pseudomonas_granadensis	GCF_900105485.1	Pseudomonas granadensis	2016-10-21
pseudomonas_fragi	GCF_015476275.1	Pseudomonas fragi	2020-11-15
acetobacter_persici	GCF_018256955.1	Acetobacter persici	2021-05-04
mesoplasma_lactucae	GCF_002441935.1	Mesoplasma lactucae ATCC 49193	2017-10-04
erwinia_tasmaniensis	GCF_000026185.1	Erwinia tasmaniensis Et1/99	2008-05-13
mesoplasma_florum	GCF_000008305.1	Mesoplasma florum L1	2004-07-19
mesoplasma_entomophilum	GCF_002749675.1	Mesoplasma entomophilum	2017-11-03
desulfurivibrio_alkaliphilus	GCF_000092205.1	Desulfurivibrio alkaliphilus AHT 2	2010-05-27
arthrobacter_alpinus	GCF_000755585.2	Arthrobacter alpinus	2016-01-04
anaplasma_marginale	GCF_000020305.1	Anaplasma marginale str. Florida	2009-02-03
shewanella_frigidimarina	GCF_000014705.1	Shewanella frigidimarina NCIMB 400	2006-09-14
shewanella_piezotolerans	GCF_000014885.1	Shewanella piezotolerans WP3	2008-11-13
planococcus_kocurii	GCF_001465835.2	Planococcus kocurii	2016-01-29
paraglaciecola_psychrophila	GCF_000315075.1	Paraglaciecola psychrophila 170	2012-10-30
moritella_yayanosii	GCF_900465055.1	Moritella yayanosii	2018-06-24
herbaspirillum_seropedicae	GCF_006378125.1	Herbaspirillum seropedicae	2019-06-19
spiroplasma_citri	GCF_029607425.2	Spiroplasma citri	2023-04-07
pseudomonas_mandelii	GCF_019693255.1	Pseudomonas mandelii	2021-08-19
gloeobacter_kilaueensis	GCF_000484535.1	Gloeobacter kilaueensis JS1	2013-10-28
streptomyces_lunaelactis	GCF_003054555.1	Streptomyces lunaelactis	2018-04-17
clavibacter_capsici	GCF_011801245.1	Clavibacter capsici	2020-03-31
brachyspira_intermedia	GCF_000223215.1	Brachyspira intermedia PWS/A	2011-08-10
simkania_negevensis	GCF_000237205.1	Simkania negevensis Z	2011-06-21
sphingopyxis_granuli	GCF_001956775.1	Sphingopyxis granuli	2017-01-18
brochothrix_thermosphacta	GCF_001703515.1	Brochothrix thermosphacta	2016-08-11
micromonospora_echinospora	GCF_014203425.1	Micromonospora echinospora	2020-08-14
bacillus_bombysepticus	GCF_037144555.1	Bacillus bombysepticus	2024-03-14
rhodococcus_jostii	GCF_900105375.1	Rhodococcus jostii	2016-10-22
opitutus_terrae	GCF_000019965.1	Opitutus terrae PB90-1	2008-04-08
bacillus_glycinifermentans	GCF_004103615.1	Bacillus glycinifermentans	2019-01-23
leuconostoc_carnosum	GCF_007954525.1	Leuconostoc carnosum	2019-08-11
frischella_perrara	GCF_000807275.1	Frischella perrara	2014-12-23
petrotoga_mobilis	GCF_000018605.1	Petrotoga mobilis SJ95	2007-11-16
roseibacterium_elongatum	GCF_000590925.1	Roseibacterium elongatum DSM 19469	2014-03-14
gluconacetobacter_diazotrophicus	GCF_000021325.1	Gluconacetobacter diazotrophicus PA1 5	2008-10-16
tumebacillus_avium	GCF_002162355.1	Tumebacillus avium	2017-05-31
aminomonas_paucivorans	GCF_000165795.1	Aminomonas paucivorans DSM 12260	2010-11-01
pantoea_stewartii	GCF_011044475.1	Pantoea stewartii	2020-03-01
bacteriovorax_stolpii	GCF_006874605.1	Bacteriovorax stolpii	2019-07-11
halothiobacillus_neapolitanus	GCF_000024765.1	Halothiobacillus neapolitanus c2	2009-10-21
candidatus_paracaedibacter_acanthamoebae	GCF_000742835.1	Candidatus Paracaedibacter acanthamoebae	2014-08-21
corynebacterium_halotolerans	GCF_000341345.1	Corynebacterium halotolerans YIM 70093 = DSM 44683	2013-02-20
phreatobacter_cathodiphilus	GCF_003008515.1	Phreatobacter cathodiphilus	2018-03-19
formosa_agariphila	GCF_000723205.1	Formosa agariphila KMM 3901	2013-09-03
elizabethkingia_ursingii	GCF_002023405.1	Elizabethkingia ursingii	2017-03-08
aminobacter_aminovorans	GCF_900445235.1	Aminobacter aminovorans	2018-08-08
rhodovulum_sulfidophilum	GCF_001633145.1	Rhodovulum sulfidophilum	2016-04-28
cellulophaga_algicola	GCF_000186265.1	Cellulophaga algicola DSM 14237	2011-01-18
vibrio_rotiferianus	GCF_002214395.1	Vibrio rotiferianus	2017-07-05
vibrio_natriegens	GCF_001456255.1	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	2015-12-03
liberibacter_crescens	GCF_001543305.1	Liberibacter crescens	2016-02-01
mycoplasma_suis	GCF_000203215.1	Mycoplasma suis KI3806	2011-02-17
asaia_bogorensis	GCF_001547995.1	Asaia bogorensis NBRC 16594	2015-10-15
vagococcus_teuberi	GCF_001870205.1	Vagococcus teuberi	2016-11-07
aneurinibacillus_soli	GCF_002355375.1	Aneurinibacillus soli	2016-01-13
thiohalobacter_thiocyanaticus	GCF_003932505.1	Thiohalobacter thiocyanaticus	2018-12-10
alkalilimnicola_ehrlichii	GCF_000014785.1	Alkalilimnicola ehrlichii MLHE-1	2006-09-12
sulfuritalea_hydrogenivorans	GCF_000828635.1	Sulfuritalea hydrogenivorans sk43H	2014-01-07
pseudorhodoplanes_sinuspersici	GCF_002119765.1	Pseudorhodoplanes sinuspersici	2017-05-09
bradymonas_sediminis	GCF_003258315.1	Bradymonas sediminis	2018-06-20
exiguobacterium_sibiricum	GCF_000019905.1	Exiguobacterium sibiricum 255-15	2008-04-03
microvirgula_aerodenitrificans	GCF_003051865.1	Microvirgula aerodenitrificans	2018-04-15
dickeya_zeae	GCF_002887555.1	Dickeya zeae	2018-01-17
pseudomonas_thivervalensis	GCF_900102295.1	Pseudomonas thivervalensis	2016-10-20
chlamydia_felis	GCF_000009945.1	Chlamydia felis Fe/C-56	2006-03-09
pseudomonas_mosselii	GCF_002736065.1	Pseudomonas mosselii	2017-10-30
paracoccus_mutanolyticus	GCF_003285265.1	Paracoccus mutanolyticus	2018-07-02
mycoplasma_anseris	GCF_007858515.1	Mycoplasma anserisalpingitidis	2019-08-06
polaribacter_reichenbachii	GCF_001975665.1	Polaribacter reichenbachii	2017-01-30
pseudomonas_brenneri	GCF_900105815.1	Pseudomonas brenneri	2016-10-21
kocuria_turfanensis	GCF_001580365.1	Kocuria turfanensis	2016-03-07
pseudoalteromonas_spongiae	GCF_000238255.3	Pseudoalteromonas spongiae UST010723-006	2017-09-18
herbaspirillum_hiltneri	GCF_001267925.1	Herbaspirillum hiltneri N3	2015-08-17
clavibacter_nebraskensis	GCF_023279165.1	Clavibacter nebraskensis	2022-05-09
streptomyces_actuosus	GCF_016921115.1	Streptomyces actuosus	2021-02-23
streptomyces_clavuligerus	GCF_015767775.1	Streptomyces clavuligerus	2020-12-06
streptomyces_peucetius	GCF_000725565.1	Streptomyces peucetius	2014-07-15
streptomyces_alboflavus	GCF_000716675.1	Streptomyces alboflavus	2014-07-01
streptomyces_lincolnensis	GCF_003344445.1	Streptomyces lincolnensis	2018-07-27
streptomyces_parvulus	GCF_001660045.1	Streptomyces parvulus	2016-06-08
streptomyces_leeuwenhoekii	GCF_001013905.1	Streptomyces leeuwenhoekii	2015-05-21
streptomyces_nodosus	GCF_017352335.1	Streptomyces nodosus	2021-03-14
streptomyces_glaucescens	GCF_002154375.1	Streptomyces glaucescens	2017-05-22
streptomyces_xinghaiensis	GCF_000220705.2	Streptomyces xinghaiensis S187	2017-09-12
streptomyces_ambofaciens	GCF_001267885.1	Streptomyces ambofaciens ATCC 23877	2015-08-17
streptomyces_niveus	GCF_036227585.1	Streptomyces niveus	2024-01-25
streptomyces_vietnamensis	GCF_000830005.1	Streptomyces vietnamensis	2015-01-29
streptomyces_globosus	GCF_003325375.1	Streptomyces globosus	2018-07-17
streptomyces_nigra	GCF_003074055.1	Streptomyces nigra	2018-04-30
streptomyces_lavendulae	GCF_018255875.1	Streptomyces lavendulae subsp. lavendulae	2021-05-04
streptomyces_pristinaespiralis	GCF_001278075.1	Streptomyces pristinaespiralis	2015-09-02
streptomyces_puniciscabiei	GCF_006715785.1	Streptomyces puniciscabiei	2019-07-08
pseudomonas_orientalis	GCF_003852045.1	Pseudomonas orientalis	2018-11-29
candidatus_liberibacter_asiaticus	GCF_002216815.1	Candidatus Liberibacter asiaticus	2017-07-12
escherichia_coli	GCF_000008865.2	Escherichia coli O157:H7 str. Sakai	2018-06-08
streptococcus_equi	GCF_015689395.1	Streptococcus equi subsp. zooepidemicus	2020-11-25
pseudomonas_syringae	GCF_018394375.1	Pseudomonas syringae	2021-05-18
pseudomonas_oryzihabitans	GCF_007665635.1	Pseudomonas oryzihabitans	2019-07-30
aerococcus_urinae	GCF_001543175.1	Aerococcus urinae	2016-02-01
sphingomonas_panacis	GCF_001717955.1	Sphingomonas panacis	2016-09-01
exiguobacterium_antarcticum	GCF_025234655.1	Exiguobacterium antarcticum	2022-09-16
coxiella-like_endosymbiont	GCF_002871095.1	Coxiella-like endosymbiont	2018-01-10
